,impact,citation,current volume,current issue,current date,name,code,nr_articles,doi
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00678
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00682
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00689
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00693
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00694
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00695
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00716
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00718
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00732
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00736
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00741
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00749
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00765
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00793
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00803
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/acs.cgd.0c00888
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/cgv020i008_1400501
39,['Impact Factor 2019: 4.089'],"['Citations 2019: 30,972']",['Volume 20'],['Issue 8'],"['August 5, 2020']",Crystal Growth & Design,cgdefu,81,https://pubs.acs.org/doi/10.1021/cgv020i008_1400500
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01997
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c02068
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00572
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00682
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00933
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01022
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01323
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01380
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01464
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01802
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.9b00395
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.9b04487
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.9b04538
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00593
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00658
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00688
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00716
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00755
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00782
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00831
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00853
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00746
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00864
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00895
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00922
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00926
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00945
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00947
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00963
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01009
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01096
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01104
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01192
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01223
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01231
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01278
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01335
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01365
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01371
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01406
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01473
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01522
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01660
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00120
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00377
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00509
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00592
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00698
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00713
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00736
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00721
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00822
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00911
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01128
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01238
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01322
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01687
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01811
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.9b04459
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.8b04389
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00428
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00728
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00839
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00863
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00880
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00965
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00971
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01023
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01030
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01054
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01074
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01256
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01397
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01407
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01710
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01049
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01031
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00528
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00645
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00941
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00987
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01038
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01234
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01325
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01336
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00192
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00785
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00872
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00960
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01051
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01304
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01345
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00914
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01213
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01287
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00378
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00827
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00956
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c00995
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01019
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01167
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01184
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01198
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01299
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01346
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01419
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01490
40,['Impact Factor 2019: 3.421'],"['Citations 2019: 50,867']",['Volume 34'],['Issue 7'],"['July 16, 2020']",Energy & Fuels,enfuem,119,https://pubs.acs.org/doi/10.1021/acs.energyfuels.0c01608
